LDMK_NUM,LDMK_NAME,AKA_NAME,ORD_NUM,ORD_YEAR,ADDRESS_LINE1,ADDRESS_LINE2,SITUS_NUM,SITUS_DIR,SITUS_ST,SITUS_TYPE,HISTORIC_DIST,STATE_HIST_NUM,YEAR_BUILT,ARCH_BLDR,DOCUMENT,PHOTO_LINK,NOTES,GIS_NOTES,DESCRIPTION,ADDRESS_ID
93.0,1437 High Street,Watson House,293,1976,1437 High Street,None,1437,None,High,ST,Wyman,5DV.5811,1894,None,None,yes,None,None,None,None
94.0,Kerr House,None,360,1976,1900 E. 7th Avenue Parkway,None,1900,E,7th Avenue,PKY,East 7th Avenue,5DV.751,1925,None,None,yes, ,None,None,None
95.0,Grant-Humphreys Mansion,None,476,1976,770 Pennsylvania Street,None,770,None,Pennsylvania,ST,East 7th Avenue,5DV.194,1902,None,None,yes, ,None,None,None
99.0,Adolph Zang Mansion,None,253,1977,709 Clarkson Street,None,709,None,Clarkson,ST,East 7th Avenue,5DV.177,1902-04,None,None,yes, ,None,None,None
103.0,Equitable Building,None,453,1977,730 17th Street,None,730,None,17th,ST,Downtown Denver,5DV.121,c. 1892-93,None,None,yes, ,None,None,None
263.0,Hover/Bromley Building,None,271,1996,1348 Lawrence Street,1390 Lawrence Street,1348,None,Lawrence,ST,Downtown Denver,5DV.1719,1901,None,None,yes, ,None,None,None
277.0,Benjamin Brown House,None,223,1997,410 Marion Street,None,410,None,Marion,ST,Driving Park,None,c.1889 (See Notes),None,None,yes,"Yr. Built - additions c.1900,1930,1960 ",None,None,None
280.0,Kinneavy Terrace,None,430,1997,"2700-2714 Stout Street, 721-727 27th Street",None,2700,None,Stout,ST,Curtis Park 'E',None,c. 1888,None,None,yes, ,None,None,None
127.0,Fleming House,None,371,1981,1133 Pennsylvania Street,None,1133,None,Pennsylvania,ST,Pennsylvania Street,5DV.661,1893,None,None,yes, ,None,None,None
40.0,Hugh Mackay House,None,653,1973,3359 Alcott Street,None,3359,None,Alcott,ST,Potter Highlands,5DV.85.46,1893,None,None,yes, ,None,None,None
148.0,McKibben Building,None,55,1983,1411 Larimer Street,1411 Larimer Street,1411,None,Larimer,ST,Larimer Square,5DV.104.3,c. 1890,None,None,yes, ,None,None,None
253.0,Elitch Gardens Theatre,None,904,1995,West 38th Avenue,4550 W. 37th Place,4550,W,38th,AVE,Not in Historic District,5DV.143,1890,None,None,yes, ,None,None,None
255.0,Sayre's Alhambra,None,966,1995,801 Logan Street,None,801,None,Logan,ST,Not in Historic District,5DV.741,1892,None,None,yes, ,None,None,None
256.0,Crescent Hand Laundry Building,None,55,1996,2323-2327 W. 30th Avenue,None,2323,W,30th,AVE,Not in Historic District,5DV.358.58,1891-92,None,None,yes, ,None,None,None
266.0,North High School,None,760,1996,2960 Speer Boulevard,None,2960,None,Speer,BV,Not in Historic District,5DV.89,1911 (See Notes),None,None,yes,"Yr. Built - additions1913,1960,1983,1993",None,None,None
267.0,Margery Reed Mayo Nursery,None,761,1996,1128 28th Street,None,1128,None,28th,ST,Not in Historic District,5DV.5096,1926,None,None,yes, ,None,None,None
270.0,Enos House,None,497,1996,841 Washington Street,None,841,None,Washington,ST,Not in Historic District,None,1891,None,None,yes, ,None,None,None
271.0,William N. Byers Junior High School,None,971,1996,150 S. Pearl Street,None,150,S,Pearl ,ST,Not in Historic District,5DV.2099,1920-21,None,None,yes, ,None,None,None
274.0,Huddart Terrace/Hoover Apartments,None,98,1997,625 E. 16th Avenue,None,625,E,16th,AVE,Not in Historic District,None,c. 1894,None,None,yes, ,None,None,None
276.0,Shorter A.M.E. Church (Cleo Parker Robinson Dance),None,224,1997,119 Park Avenue West,None,119,None,Park Avenue ,None,Not in Historic District,5DV.5305,1925,None,None,yes, ,None,None,None
281.0,Fifth Church of Christ Scientist,L2 Church,486,1997,1477 Columbine Street,None,1477,None,Columbine,ST,Not in Historic District,None,1929,None,None,yes, ,None,None,None
286.0,Ross-Lewin Double,None,400,1998,1912-1918 Logan Street,None,1912,None,Logan,ST,Not in Historic District,5DV.2894,1891,None,None,yes, ,None,None,None
287.0,Westside Courthouse,None,478,1998,924 W. Colfax Avenue,None,924,W,Colfax,AVE,Not in Historic District,5DV.7045,c. 1920,None,None,yes, ,None,None,None
290.0,Haynes Townhouses,None,736,1998,1732 and 1738 Pearl Street,None,1726,None,Pearl,ST,Not in Historic District,5DV.2706,1893,None,None,yes, ,None,None,None
29.0,Tears-McFarlane House,None,635,1972,1200 Williams Street,1290 Williams Street,1290,None,Williams,ST,Not in Historic District,5DV.180,1898,None,None,yes, ,None,None,None
35.0,Sacred Heart Church,None,529,1973,2760 Larimer Street,2740-2760 Larimer Street,2760,None,Larimer,ST,Not in Historic District,5DV.5993,1879-80,None,None,yes, ,None,None,None
36.0,Thomas Hornsby Ferril House,None,530,1973,2123 Downing Street,None,2123,None,Downing,ST,Not in Historic District,5DV.202.18,1889,None,None,yes, ,None,None,None
41.0,Cox House,None,653,1973,3417 Lowell Boulevard,None,3417,None,Lowell,BV,Packard's Hill,5DV.620,c. 1908,None,None,yes, ,None,None,None
44.0,John Brisben Walker House,None,653,1973,3520 Newton Street,None,3520,None,Newton,ST,Not in Historic District,5DV.630,c. 1884-85,None,None,yes, ,None,None,None
45.0,Cheesman Memorial,None,654,1973,Cheesman Park,1000 High Street,1000,None,High,ST,Not in Historic District,5DV.5308,c. 1907,None,None,yes, ,None,None,None
47.0,Boettcher Memorial Center,None,654,1973,1005 York Street,1019 York Street,1005,None,York,ST,Not in Historic District,None,1966,None,None,yes, ,None,None,None
51.0,James A. Fleming House,None,654,1973,Platt Park,1501 S. Logan Street,1501,S,Logan,ST,Not in Historic District,5DV.8176,1882-83,None,None,yes, ,None,None,None
53.0,Fire Station No. 1,None,58,1974,1326 Tremont Place,None,1326,None,Tremont,PL,Not in Historic District,5DV.152,1909,None,None,yes, ,None,None,None
65.0,US Post Office and Federal Building,Byron White Federal Courthouse,506,1974,1823 Stout Street,None,1823,None,Stout,ST,Not in Historic District,5DV.201,1916,None,None,yes, ,None,None,None
68.0,Voorhees House,None,736,1974,1471 Stuart Street,None,1471,None,Stuart,ST,Not in Historic District,5DV.656,1890,None,None,yes, ,None,None,None
69.0,1435 Stuart Street,Smith House,736,1974,1435 Stuart Street,None,1435,None,Stuart,ST,Not in Historic District,5DV.654,1890,None,None,yes,None,None,None,None
73.0,Bosworth House,None,843,1975,1400 Josephine Street,None,1400,None,Josephine,ST,Not in Historic District,None,c. 1889,None,None,yes, ,None,None,None
77.0,Corona-Dora Moore School,Dora Moore School,72,1975,846 Corona Street,None,846,None,Corona,ST,Not in Historic District,5DV.185,1889,None,None,yes, ,None,None,None
84.0,Creswell House,None,409,1975,1244 Grant Street,1244-1250 Grant Street,1244,None,Grant ,ST,Not in Historic District,5DV.184,1889,None,None,yes, ,None,None,None
85.0,Daly House,None,410,1975,1034 Logan Street,None,1034,None,Logan,ST,Not in Historic District,None,1894-95,None,None,yes, ,None,None,None
87.0,Gate Lodge at Fairmount Cemetery,None,4,1976,400 S. Quebec Street,None,400,S,Quebec,ST,Not in Historic District,5DV.733,1890,None,None,yes, ,None,None,None
88.0,Ivy Chapel at Fairmount Cemetery,None,4,1976,400 S. Quebec Street,None,400,S,Quebec,ST,Not in Historic District,5DV.734,1890,None,None,yes, ,None,None,None
90.0,1208 Logan Street,Baker-Plested House,124,1976,1208 Logan Street,None,1208,None,Logan,ST,Not in Historic District,None,1886,None,None,yes,None,None,None,None
91.0,The Cornwall,None,174,1976,"1317 Ogden Street, 921 E. 13th Street, 1301 Ogden St.",None,1317,None,Ogden,ST,Not in Historic District,5DV.183,1901,None,None,yes, ,None,None,None
96.0,3611-3615 Osage Street,Frank Damascio House,25,1977,3611-3615 Osage Street,None,3611,None,Osage,ST,Not in Historic District,5DV.358.86,c. 1895,None,None,yes, ,None,None,None
100.0,Chapel of Our Merciful Savior (All Saints' Church),None,452,1977,2222 W. 32nd Avenue,None,2222,W,32nd,AVE,Not in Historic District,5DV.132,1890,None,None,yes, ,None,None,None
101.0,Mount Carmel Church,None,452,1977,3549 Navajo Street,None,3549,None,Navajo,ST,Not in Historic District,5DV.358.107,1898-1904,None,None,yes, ,None,None,None
102.0,St. Patrick Mission Church and Rectory,None,452,1977,3325 Pecos Street,None,3301,None,Pecos,ST,Not in Historic District,5DV.109,1907-10,None,None,yes, ,None,None,None
106.0,1129 E. 17th Avenue,Rosenzweig House,550,1977,1129 E. 17th Avenue,None,1129,E,17th,AVE,Not in Historic District,5DV.343,c. 1882,None,None,yes,None,None,None,None
108.0,1030 Logan Street,Stearns House,386,1978,1030 Logan Street,None,1030,None,Logan,ST,Not in Historic District,5DV.341,1896,None,None,yes, ,None,None,None
283.0,Nagel House,None,98,1998,2335 Stout Street,None,2335,None,Stout,ST,Curtis Park 'H',None,c. 1888,None,None,yes, ,None,None,None
284.0,Kaub House,None,97,1998,2343 Stout Street,None,2343,None,Stout,ST,Curtis Park 'H',5DV.103.13,c. 1886,None,None,yes, ,None,None,None
196.0,Denver Municipal Auditorium,None,784,1991,920 14th Street,"908 14th Street, 1325 Champa Street",920,None,14th,ST,Downtown Denver,5DV.521,1907-08,None,None,yes, ,None,None,None
